9.996248533822987836e-01 9.989402240972197200e-01 2.738891199769831822e-02 -4.602639113157107331e-02 4.265431030687194536e-02 9.179862439359937065e-02 4.362499146542287028e-04 4.350724237877682220e-03 1.672890446923431806e-01 -9.111114943959340573e-02 0.000000000000000000e+00
9.988845163315213105e-01 9.996593989788541412e-01 4.721994317174376538e-02 -2.609762504972600039e-02 4.265431030687194536e-02 9.179862439359937065e-02 1.977500500237397096e+00 1.983263673469131794e+00 1.672096474126051890e-01 -8.475438758326045430e-02 0.000000000000000000e+00
9.943625730418529374e-01 9.995436309158693966e-01 1.060333595317323879e-01 3.020810976410410673e-02 4.265431030687194536e-02 9.179862439359937065e-02 3.915605253248540141e+00 3.642538067756480036e+00 1.657598860446326539e-01 -6.623522763872778663e-02 0.000000000000000000e+00
9.799471075019338118e-01 9.951291713841451392e-01 1.992577890537615692e-01 9.857957324062925630e-02 4.265431030687194536e-02 9.179862439359937065e-02 5.515809375331214959e+00 3.211622028563010822e+00 1.604491247914361929e-01 -3.943611387147148012e-02 0.000000000000000000e+00
9.561438223471222519e-01 9.870020439390548850e-01 2.928975776400937203e-01 1.607077013093272111e-01 4.265431030687194536e-02 9.179862439359937065e-02 4.154269243450941396e+00 3.055664861630698059e+00 1.515905473003794912e-01 -1.380517620692363334e-02 0.000000000000000000e+00
9.332510252883453594e-01 9.786362510856214669e-01 3.592248930659626138e-01 2.055993386688791946e-01 4.265431030687194536e-02 9.179862439359937065e-02 2.868136632623791371e+00 1.516309886307272370e+00 1.430101502687815551e-01 3.902349789380518685e-03 0.000000000000000000e+00
9.193410517566824591e-01 9.764948936719526351e-01 3.934615998479610299e-01 2.155405359383750774e-01 4.265431030687194536e-02 9.179862439359937065e-02 8.342963585232244794e-01 -4.926908407770819176e-01 1.387001182245303776e-01 1.161036477005128464e-02 0.000000000000000000e+00
9.178970645938552275e-01 9.794705526947501406e-01 3.968185716545836184e-01 2.015872922677438561e-01 4.265431030687194536e-02 9.179862439359937065e-02 -4.645354073604552880e-01 -9.325577389389813066e-01 1.392312736524744521e-01 1.099232048323894873e-02 0.000000000000000000e+00
9.194573862205819292e-01 9.797237158453976358e-01 3.931896678759701502e-01 2.003532894915544815e-01 4.265431030687194536e-02 9.179862439359937065e-02 6.775178081282423603e-02 8.008112138055824003e-01 1.397162195381571603e-01 1.015697170439311403e-02 0.000000000000000000e+00
9.216755198682944350e-01 9.769771365104629179e-01 3.879616425312032435e-01 2.133440290606143375e-01 4.265431030687194536e-02 9.179862439359937065e-02 -6.333306542921368631e-01 5.278984652722069626e-01 1.394583971825028579e-01 1.032117494872056285e-02 0.000000000000000000e+00
9.236181378570038625e-01 9.737465110202474516e-01 3.833138862884574727e-01 2.276350857752271473e-01 4.265431030687194536e-02 9.179862439359937065e-02 1.270593735588399220e-01 9.359223183189958606e-01 1.390405064295713866e-01 1.071686400381702264e-02 0.000000000000000000e+00
9.256152671838046020e-01 9.707484465813639440e-01 3.784658203276143884e-01 2.400988410215028346e-01 4.265431030687194536e-02 9.179862439359937065e-02 -6.488086785894293662e-01 3.479713700817695932e-01 1.387504652906057512e-01 1.090853320010540251e-02 0.000000000000000000e+00
