1.000000000000000000e+00,-9.407008439302444458e-01,-1.899191434681415588e-02
0.000000000000000000e+00,-9.859862592071294563e-01,7.916218353249132589e-02
6.949865330938108654e-01,-9.240399800240993722e-01,1.598753692843020158e-01
0.000000000000000000e+00,-9.957524728029966132e-01,1.265677436608821371e-01
5.390265454537654932e-01,-9.333200208842754586e-01,2.080878467001021082e-01
0.000000000000000000e+00,-9.871211268007755724e-01,1.741634229086339580e-01
1.000000000000000000e+00,-9.251144401729106681e-01,1.817204195521772148e-01
0.000000000000000000e+00,-1.000000000000000000e+00,3.771943687275051971e-02
0.000000000000000000e+00,-1.000000000000000000e+00,1.280370024576783228e-01
1.000000000000000000e+00,-9.389505013823509216e-01,2.183677562758327140e-01
0.000000000000000000e+00,-1.000000000000000000e+00,4.166164631247520900e-02
0.000000000000000000e+00,-1.000000000000000000e+00,1.319817871376872120e-01
1.000000000000000000e+00,-9.690584257245064004e-01,2.223151929631829449e-01
0.000000000000000000e+00,-1.000000000000000000e+00,4.504961662217975282e-02
0.000000000000000000e+00,-1.000000000000000000e+00,1.353725810259580609e-01
1.000000000000000000e+00,-9.993503287434578608e-01,2.257087768122553739e-01
0.000000000000000000e+00,-1.000000000000000000e+00,4.845775414779781437e-02
0.000000000000000000e+00,-1.000000000000000000e+00,1.387837210200727200e-01
1.000000000000000000e+00,-1.000000000000000000e+00,2.291228147253394631e-01
0.000000000000000000e+00,-1.000000000000000000e+00,4.922474679499865002e-02
0.000000000000000000e+00,-1.000000000000000000e+00,1.395530690938234786e-01
1.000000000000000000e+00,-1.000000000000000000e+00,2.298948971465230307e-01
0.000000000000000000e+00,-1.000000000000000000e+00,4.979724314659835643e-02
0.000000000000000000e+00,-1.000000000000000000e+00,1.401284377723932550e-01
3.797707187726467870e-01,-1.000000000000000000e+00,2.304729599311948207e-01
0.000000000000000000e+00,-1.000000000000000000e+00,2.181244769334793610e-01
1.000000000000000000e+00,-1.000000000000000000e+00,3.084821442157030247e-01
0.000000000000000000e+00,-1.000000000000000000e+00,5.590665334239601492e-02
0.000000000000000000e+00,-1.000000000000000000e+00,1.462437512204051437e-01
1.000000000000000000e+00,-1.000000000000000000e+00,2.365942566767335331e-01
0.000000000000000000e+00,-1.000000000000000000e+00,5.184180406928061424e-02
0.000000000000000000e+00,-1.000000000000000000e+00,1.421810718134045859e-01
1.000000000000000000e+00,-1.000000000000000000e+00,2.325338111549615783e-01
0.000000000000000000e+00,-1.000000000000000000e+00,5.218225211352110759e-02
0.000000000000000000e+00,-1.000000000000000000e+00,1.425244539082050343e-01
1.000000000000000000e+00,-1.000000000000000000e+00,2.328802574321627850e-01
0.000000000000000000e+00,-1.000000000000000000e+00,5.282808862775564829e-02
0.000000000000000000e+00,-1.000000000000000000e+00,1.431732383519411511e-01
1.000000000000000000e+00,-1.000000000000000000e+00,2.335320901915431679e-01
0.000000000000000000e+00,-1.000000000000000000e+00,5.351857842952016664e-02
0.000000000000000000e+00,-1.000000000000000000e+00,1.438669950842857426e-01
1.000000000000000000e+00,-1.000000000000000000e+00,2.342289622902870017e-01
0.000000000000000000e+00,-1.000000000000000000e+00,5.423509257882833112e-02
0.000000000000000000e+00,-1.000000000000000000e+00,1.445866737812757652e-01
1.000000000000000000e+00,-1.000000000000000000e+00,2.349519088968635150e-01
0.000000000000000000e+00,-1.000000000000000000e+00,5.497689786404373613e-02
0.000000000000000000e+00,-1.000000000000000000e+00,1.453317172482609665e-01
1.000000000000000000e+00,-1.000000000000000000e+00,2.357002625107765259e-01
0.000000000000000000e+00,-1.000000000000000000e+00,5.574170899838214871e-02
0.000000000000000000e+00,-1.000000000000000000e+00,1.461000489681959225e-01
1.000000000000000000e+00,-1.000000000000000000e+00,2.364717770814895870e-01
0.000000000000000000e+00,-1.000000000000000000e+00,5.652899169474845387e-02
0.000000000000000000e+00,-1.000000000000000000e+00,1.468905959546566165e-01
0.000000000000000000e+00,-1.000000000000000000e+00,2.372656336873770200e-01
1.000000000000000000e+00,-1.000000000000000000e+00,3.276548142373562067e-01
0.000000000000000000e+00,-1.000000000000000000e+00,6.353334047049286060e-02
0.000000000000000000e+00,-1.000000000000000000e+00,1.539004979982972476e-01
1.000000000000000000e+00,-1.000000000000000000e+00,2.442809899926186024e-01
0.000000000000000000e+00,-1.000000000000000000e+00,5.888018505424259808e-02
0.000000000000000000e+00,-1.000000000000000000e+00,1.492496953472494947e-01
1.000000000000000000e+00,-1.000000000000000000e+00,2.396331588476896535e-01
0.000000000000000000e+00,-1.000000000000000000e+00,5.935246643573049985e-02
0.000000000000000000e+00,-1.000000000000000000e+00,1.497254620209336473e-01
1.000000000000000000e+00,-1.000000000000000000e+00,2.401120457530022123e-01
0.000000000000000000e+00,-1.000000000000000000e+00,6.016753477007152906e-02
0.000000000000000000e+00,-1.000000000000000000e+00,1.505437163472175544e-01
1.000000000000000000e+00,-1.000000000000000000e+00,2.409335972011089622e-01
0.000000000000000000e+00,-1.000000000000000000e+00,6.102000163346531919e-02
0.000000000000000000e+00,-1.000000000000000000e+00,1.513993104115128330e-01
1.000000000000000000e+00,-1.000000000000000000e+00,2.417924869045615655e-01
0.000000000000000000e+00,-1.000000000000000000e+00,6.188538358658551841e-02
0.000000000000000000e+00,-1.000000000000000000e+00,1.522679716035724162e-01
1.000000000000000000e+00,-1.000000000000000000e+00,2.426644561991095628e-01
0.000000000000000000e+00,-1.000000000000000000e+00,6.276421638727186503e-02
0.000000000000000000e+00,-1.000000000000000000e+00,1.531503529757261561e-01
1.000000000000000000e+00,-1.000000000000000000e+00,2.435503918200731810e-01
0.000000000000000000e+00,-1.000000000000000000e+00,6.365101376026868762e-02
0.000000000000000000e+00,-1.000000000000000000e+00,1.540405773729086047e-01
1.000000000000000000e+00,-1.000000000000000000e+00,2.444436855882406445e-01
0.000000000000000000e+00,-1.000000000000000000e+00,6.454857554286720644e-02
0.000000000000000000e+00,-1.000000000000000000e+00,1.549411384731531616e-01
1.000000000000000000e+00,-1.000000000000000000e+00,2.453472856134176761e-01
0.000000000000000000e+00,-1.000000000000000000e+00,6.545587779432537889e-02
0.000000000000000000e+00,-1.000000000000000000e+00,1.558518761724234092e-01
0.000000000000000000e+00,-1.000000000000000000e+00,2.462611045256257458e-01
1.000000000000000000e+00,-1.000000000000000000e+00,3.366840575695038140e-01
0.000000000000000000e+00,-1.000000000000000000e+00,7.262256178408862950e-02
0.000000000000000000e+00,-1.000000000000000000e+00,1.630237179577350703e-01
1.000000000000000000e+00,-1.000000000000000000e+00,2.534382878124714633e-01
0.000000000000000000e+00,-1.000000000000000000e+00,6.804247634261849365e-02
0.000000000000000000e+00,-1.000000000000000000e+00,1.584455898463726087e-01
1.000000000000000000e+00,-1.000000000000000000e+00,2.488623287618161040e-01
0.000000000000000000e+00,-1.000000000000000000e+00,6.858852970004082616e-02
0.000000000000000000e+00,-1.000000000000000000e+00,1.589944213479757285e-01
1.000000000000000000e+00,-1.000000000000000000e+00,2.494138914838433529e-01
0.000000000000000000e+00,-1.000000000000000000e+00,6.946348390430216735e-02
0.000000000000000000e+00,-1.000000000000000000e+00,1.598723337680101608e-01
1.000000000000000000e+00,-1.000000000000000000e+00,2.502946692556143882e-01
0.000000000000000000e+00,-1.000000000000000000e+00,7.036350296586757480e-02
0.000000000000000000e+00,-1.000000000000000000e+00,1.607750671595335468e-01
1.000000000000000000e+00,-1.000000000000000000e+00,2.512001248821616461e-01
0.000000000000000000e+00,-1.000000000000000000e+00,7.125828849971299617e-02
0.000000000000000000e+00,-1.000000000000000000e+00,1.616726410686970261e-01
1.000000000000000000e+00,-1.000000000000000000e+00,2.521005746364594069e-01
0.000000000000000000e+00,-1.000000000000000000e+00,7.215196417570117482e-02
0.000000000000000000e+00,-1.000000000000000000e+00,1.625687455564737705e-01
1.000000000000000000e+00,-1.000000000000000000e+00,2.529991459712386814e-01
0.000000000000000000e+00,-1.000000000000000000e+00,7.304147895276549840e-02
0.000000000000000000e+00,-1.000000000000000000e+00,1.634612547174096597e-01
