1.033672904968261719e+01,1.479844093322753906e+01,-2.052919007837772369e-03,-4.583899676799774170e-01,-1.277978569269180298e-01,-4.551562480628490448e-03
1.033696365356445312e+01,1.478949165344238281e+01,1.411265693604946136e-02,-5.354361534118652344e-01,-1.274874657392501831e-01,1.843961328268051147e-02
1.033739280700683594e+01,1.477851963043212891e+01,2.581681683659553528e-02,-6.571784615516662598e-01,-1.273673474788665771e-01,7.114107254892587662e-03
1.033831501007080078e+01,1.476620006561279297e+01,5.540566518902778625e-02,-7.383239865303039551e-01,-1.271476149559020996e-01,1.314067188650369644e-02
1.033963871002197266e+01,1.475263309478759766e+01,7.947358489036560059e-02,-8.133758902549743652e-01,-1.266033202409744263e-01,3.264655917882919312e-02
1.034075736999511719e+01,1.473643970489501953e+01,6.716760247945785522e-02,-9.710901379585266113e-01,-1.259394735097885132e-01,3.983085602521896362e-02
1.034175395965576172e+01,1.471846294403076172e+01,5.982890352606773376e-02,-1.078245639801025391e+00,-1.252335906028747559e-01,4.236542060971260071e-02
1.034275627136230469e+01,1.469801807403564453e+01,6.019796803593635559e-02,-1.226398587226867676e+00,-1.244883984327316284e-01,4.472116753458976746e-02
1.034359169006347656e+01,1.467620754241943359e+01,5.019954964518547058e-02,-1.308477282524108887e+00,-1.239153444766998291e-01,3.439694643020629883e-02
1.034471225738525391e+01,1.465314674377441406e+01,6.727948784828186035e-02,-1.383493661880493164e+00,-1.230284944176673889e-01,5.321906134486198425e-02
1.034570980072021484e+01,1.462849426269531250e+01,5.984699726104736328e-02,-1.479027390480041504e+00,-1.221545860171318054e-01,5.244248732924461365e-02
1.034656429290771484e+01,1.460169315338134766e+01,5.134312063455581665e-02,-1.607969164848327637e+00,-1.212165057659149170e-01,5.629253759980201721e-02
1.034774589538574219e+01,1.457344055175781250e+01,7.086876779794692993e-02,-1.695094704627990723e+00,-1.200805678963661194e-01,6.816250085830688477e-02
1.034882640838623047e+01,1.454258155822753906e+01,6.481801718473434448e-02,-1.851471066474914551e+00,-1.189006865024566650e-01,7.079967856407165527e-02
1.034998512268066406e+01,1.450931358337402344e+01,6.950916349887847900e-02,-1.996066808700561523e+00,-1.177552193403244019e-01,6.873138993978500366e-02
1.035122394561767578e+01,1.447350406646728516e+01,7.433547824621200562e-02,-2.148514270782470703e+00,-1.166468337178230286e-01,6.650719046592712402e-02
1.035255718231201172e+01,1.443632507324218750e+01,7.997902482748031616e-02,-2.230756521224975586e+00,-1.153810843825340271e-01,7.594794780015945435e-02
1.035396099090576172e+01,1.439665699005126953e+01,8.422675728797912598e-02,-2.380093336105346680e+00,-1.140901446342468262e-01,7.745760679244995117e-02
1.035560989379882812e+01,1.435551834106445312e+01,9.894651919603347778e-02,-2.468318939208984375e+00,-1.126106604933738708e-01,8.877091109752655029e-02
1.035705375671386719e+01,1.431319332122802734e+01,8.663307130336761475e-02,-2.539516687393188477e+00,-1.111958920955657959e-01,8.488701283931732178e-02
1.035879135131835938e+01,1.426889514923095703e+01,1.042743623256683350e-01,-2.657912969589233398e+00,-1.098235473036766052e-01,8.234059810638427734e-02
1.036054992675781250e+01,1.422336006164550781e+01,1.055013090372085571e-01,-2.732107639312744141e+00,-1.086302474141120911e-01,7.160071283578872681e-02
1.036219882965087891e+01,1.417545413970947266e+01,9.893481433391571045e-02,-2.874355554580688477e+00,-1.073098778724670410e-01,7.921871542930603027e-02
1.036389255523681641e+01,1.412559413909912109e+01,1.016125753521919250e-01,-2.991581439971923828e+00,-1.058735623955726624e-01,8.617864549160003662e-02
1.036545753479003906e+01,1.407433891296386719e+01,9.392556548118591309e-02,-3.075308084487915039e+00,-1.044616252183914185e-01,8.471494168043136597e-02
1.036693382263183594e+01,1.402041721343994141e+01,8.857455849647521973e-02,-3.235313415527343750e+00,-1.029925867915153503e-01,8.814334869384765625e-02
1.036829853057861328e+01,1.396422576904296875e+01,8.189910650253295898e-02,-3.371468782424926758e+00,-1.014828905463218689e-01,9.057999402284622192e-02
1.036979103088378906e+01,1.390609741210937500e+01,8.956459909677505493e-02,-3.487687826156616211e+00,-1.000670492649078369e-01,8.494606614112854004e-02
1.037149524688720703e+01,1.384668827056884766e+01,1.022373288869857788e-01,-3.564538240432739258e+00,-9.853192418813705444e-02,9.210915863513946533e-02
1.037334251403808594e+01,1.378525447845458984e+01,1.108406558632850647e-01,-3.686016082763671875e+00,-9.696287661790847778e-02,9.414286911487579346e-02
1.037513923645019531e+01,1.372167587280273438e+01,1.078128814697265625e-01,-3.814718961715698242e+00,-9.531426429748535156e-02,9.891673177480697632e-02
1.037676620483398438e+01,1.365694808959960938e+01,9.764460474252700806e-02,-3.883658409118652344e+00,-9.387028962373733521e-02,8.663943409919738770e-02
1.037849807739257812e+01,1.358988857269287109e+01,1.038863360881805420e-01,-4.023554801940917969e+00,-9.250819683074951172e-02,8.172640949487686157e-02
1.038033390045166016e+01,1.352164077758789062e+01,1.101510599255561829e-01,-4.094851493835449219e+00,-9.131471812725067139e-02,7.161011546850204468e-02
1.038245582580566406e+01,1.345201396942138672e+01,1.273238360881805420e-01,-4.177620410919189453e+00,-9.020405262708663940e-02,6.663807481527328491e-02
1.038447284698486328e+01,1.338111782073974609e+01,1.210411339998245239e-01,-4.253742218017578125e+00,-8.921312540769577026e-02,5.945346876978874207e-02
1.038643074035644531e+01,1.330764102935791016e+01,1.174671277403831482e-01,-4.408625125885009766e+00,-8.814895153045654297e-02,6.385128200054168701e-02
1.038820552825927734e+01,1.323168563842773438e+01,1.064660102128982544e-01,-4.557306289672851562e+00,-8.696527779102325439e-02,7.102138549089431763e-02
1.039017105102539062e+01,1.315359973907470703e+01,1.179297044873237610e-01,-4.685153007507324219e+00,-8.573169261217117310e-02,7.401696592569351196e-02
1.039236736297607422e+01,1.307423591613769531e+01,1.317660510540008545e-01,-4.761812686920166016e+00,-8.434528112411499023e-02,8.318755775690078735e-02
1.039469146728515625e+01,1.299249172210693359e+01,1.394659876823425293e-01,-4.904641151428222656e+00,-8.300472795963287354e-02,8.043219894170761108e-02
1.039716434478759766e+01,1.290837574005126953e+01,1.483792066574096680e-01,-5.046981811523437500e+00,-8.168090879917144775e-02,7.942678034305572510e-02
1.039975357055664062e+01,1.282204341888427734e+01,1.553798615932464600e-01,-5.179947853088378906e+00,-8.045220375061035156e-02,7.371649891138076782e-02
1.040210628509521484e+01,1.273432445526123047e+01,1.411705464124679565e-01,-5.263114929199218750e+00,-7.931696623563766479e-02,6.811249256134033203e-02
1.040453338623046875e+01,1.264422988891601562e+01,1.456168442964553833e-01,-5.405661582946777344e+00,-7.813182473182678223e-02,7.110749185085296631e-02
1.040720081329345703e+01,1.255281639099121094e+01,1.600267589092254639e-01,-5.484795570373535156e+00,-7.707770913839340210e-02,6.324636191129684448e-02
1.040972614288330078e+01,1.245899295806884766e+01,1.515038460493087769e-01,-5.629413127899169922e+00,-7.590571790933609009e-02,7.031866908073425293e-02
1.041221141815185547e+01,1.236251354217529297e+01,1.491065025329589844e-01,-5.788790702819824219e+00,-7.472617924213409424e-02,7.077360898256301880e-02
1.041494750976562500e+01,1.226482772827148438e+01,1.641476750373840332e-01,-5.861131191253662109e+00,-7.346330583095550537e-02,7.577414065599441528e-02
1.041761684417724609e+01,1.216526412963867188e+01,1.601497232913970947e-01,-5.973801612854003906e+00,-7.220990955829620361e-02,7.520645856857299805e-02
1.042031288146972656e+01,1.206342124938964844e+01,1.617644131183624268e-01,-6.110577583312988281e+00,-7.082954794168472290e-02,8.282316476106643677e-02
1.042317199707031250e+01,1.195933151245117188e+01,1.715372353792190552e-01,-6.245382308959960938e+00,-6.950658559799194336e-02,7.937934994697570801e-02
1.042630767822265625e+01,1.185386371612548828e+01,1.881398111581802368e-01,-6.328081607818603516e+00,-6.793521344661712646e-02,9.428543597459793091e-02
