4.724118113517761230e-01,1.912286567687988281e+01,5.200531706213951111e-02,-3.377664387226104736e-01,-2.626338303089141846e-01,6.208924576640129089e-03
4.735818803310394287e-01,1.911509132385253906e+01,7.052925974130630493e-02,-4.649103283882141113e-01,-2.624930143356323242e-01,8.228951133787631989e-03
4.759062826633453369e-01,1.910749244689941406e+01,1.397396028041839600e-01,-4.546285569667816162e-01,-2.619934380054473877e-01,2.985947392880916595e-02
4.795117080211639404e-01,1.910039138793945312e+01,2.165556848049163818e-01,-4.251432120800018311e-01,-2.612578570842742920e-01,4.408404603600502014e-02
4.859170913696289062e-01,1.909701919555664062e+01,3.845085203647613525e-01,-2.016348391771316528e-01,-2.596476078033447266e-01,9.658914059400558472e-02
4.952642619609832764e-01,1.909673881530761719e+01,5.609963536262512207e-01,-1.620627567172050476e-02,-2.569262087345123291e-01,1.632796823978424072e-01
5.082896351814270020e-01,1.910119819641113281e+01,7.816886305809020996e-01,2.680653333663940430e-01,-2.527462244033813477e-01,2.508084177970886230e-01
5.243926048278808594e-01,1.911075782775878906e+01,9.663434028625488281e-01,5.740967392921447754e-01,-2.478081434965133667e-01,2.962927818298339844e-01
5.435453653335571289e-01,1.912542915344238281e+01,1.149337649345397949e+00,8.809409737586975098e-01,-2.421516478061676025e-01,3.394056856632232666e-01
5.652266740798950195e-01,1.914541625976562500e+01,1.301030635833740234e+00,1.199782252311706543e+00,-2.362078428268432617e-01,3.566412925720214844e-01
5.892831683158874512e-01,1.917076301574707031e+01,1.443544745445251465e+00,1.521357893943786621e+00,-2.300487160682678223e-01,3.695581555366516113e-01
6.149483323097229004e-01,1.919851303100585938e+01,1.540055155754089355e+00,1.665626287460327148e+00,-2.237378507852554321e-01,3.786636888980865479e-01
6.419581174850463867e-01,1.922757148742675781e+01,1.620730757713317871e+00,1.744077444076538086e+00,-2.172132283449172974e-01,3.914857506752014160e-01
6.694535613059997559e-01,1.925508880615234375e+01,1.649860620498657227e+00,1.651577353477478027e+00,-2.107657492160797119e-01,3.868544995784759521e-01
6.976901888847351074e-01,1.928202819824218750e+01,1.694324254989624023e+00,1.616970658302307129e+00,-2.043954581022262573e-01,3.822270035743713379e-01
7.261383533477783203e-01,1.930642318725585938e+01,1.707005023956298828e+00,1.464307785034179688e+00,-1.981032043695449829e-01,3.775385916233062744e-01
7.546985149383544922e-01,1.932827758789062500e+01,1.713715434074401855e+00,1.311863422393798828e+00,-1.918308734893798828e-01,3.763427436351776123e-01
7.842073440551757812e-01,1.935104942321777344e+01,1.770638465881347656e+00,1.366925954818725586e+00,-1.855041533708572388e-01,3.796077370643615723e-01
8.139789104461669922e-01,1.937221145629882812e+01,1.786394596099853516e+00,1.270261526107788086e+00,-1.792059540748596191e-01,3.778971135616302490e-01
8.441608548164367676e-01,1.939197158813476562e+01,1.811015486717224121e+00,1.186217308044433594e+00,-1.728207617998123169e-01,3.831149339675903320e-01
8.746103048324584961e-01,1.941046905517578125e+01,1.827056288719177246e+00,1.110443234443664551e+00,-1.664239764213562012e-01,3.838071227073669434e-01
9.051136970520019531e-01,1.942621421813964844e+01,1.830295205116271973e+00,9.452822804450988770e-01,-1.600603461265563965e-01,3.818226456642150879e-01
9.359674453735351562e-01,1.944077491760253906e+01,1.851310610771179199e+00,8.742411732673645020e-01,-1.537747681140899658e-01,3.771377205848693848e-01
9.679123759269714355e-01,1.945696067810058594e+01,1.916781306266784668e+00,9.717466235160827637e-01,-1.472198367118835449e-01,3.932985663414001465e-01
1.001627206802368164e+00,1.947672843933105469e+01,2.022981643676757812e+00,1.186803102493286133e+00,-1.400101631879806519e-01,4.325835108757019043e-01
1.036608099937438965e+00,1.949719238281250000e+01,2.098970890045166016e+00,1.228624105453491211e+00,-1.323536187410354614e-01,4.593992531299591064e-01
1.072149157524108887e+00,1.951592254638671875e+01,2.132561445236206055e+00,1.124613881111145020e+00,-1.246195733547210693e-01,4.640501141548156738e-01
1.108921408653259277e+00,1.953519439697265625e+01,2.206448316574096680e+00,1.157068848609924316e+00,-1.163418516516685486e-01,4.966675937175750732e-01
1.147123456001281738e+00,1.955594444274902344e+01,2.292243480682373047e+00,1.246131300926208496e+00,-1.073959618806838989e-01,5.367579460144042969e-01
1.187050461769104004e+00,1.957898712158203125e+01,2.395750522613525391e+00,1.383823871612548828e+00,-9.758411347866058350e-02,5.887208580970764160e-01
1.227544903755187988e+00,1.960076904296875000e+01,2.429788351058959961e+00,1.308185577392578125e+00,-8.769661933183670044e-02,5.932572484016418457e-01
1.268261313438415527e+00,1.961976242065429688e+01,2.443089008331298828e+00,1.140869855880737305e+00,-7.793857902288436890e-02,5.854907631874084473e-01
1.309331893920898438e+00,1.963920021057128906e+01,2.464318037033081055e+00,1.167471051216125488e+00,-6.838836520910263062e-02,5.730162858963012695e-01
1.350600838661193848e+00,1.965981292724609375e+01,2.476214647293090820e+00,1.237887382507324219e+00,-5.908224731683731079e-02,5.583759546279907227e-01
1.392246842384338379e+00,1.968204689025878906e+01,2.498818397521972656e+00,1.335184574127197266e+00,-4.995395615696907043e-02,5.476983785629272461e-01
