4.999045143138305947e-01 3.713408172556398323e-01
3.358298776843933742e-01 4.977184671881807465e-01
4.646772327237974620e-01 4.830252701023168282e-01
-2.673282121089747346e-02 1.688404180240040409e-01
-2.143368485621866826e-01 5.000905895563594328e-01
-1.336769201911417460e-01 -4.918975753765332803e-01
-2.581282365653876365e-01 -2.156709737192092635e-01
-1.743986454622440951e-01 -1.791735163818238274e-01
-2.405799025329036223e-01 -9.181986797187718929e-02
-1.430575390743764608e-01 5.467682575424076194e-03
-1.471686601809594208e-01 2.814897072098362235e-02
-7.742071766825578405e-02 9.334110995302315195e-02
-7.998548554273231248e-02 4.747568277561858840e-02
-7.953086117135668709e-02 4.494483697710123515e-02
-3.031476149037211354e-02 -1.378405349971555810e-02
-3.765307947952913070e-02 -3.024092685414883196e-03
-1.254565439322267301e-02 -1.788465426370005815e-02
-5.381061972742666281e-03 -2.478691200307899314e-02
5.384010577465002390e-02 1.185438655463137703e-02
2.384681680769336343e-02 -1.360157481531391009e-02
-3.117409555202150552e-03 1.813543030915690073e-03
5.595310726561260632e-04 -2.016965177795669237e-02
1.608640348248394428e-02 -6.700762016663650011e-02
4.123832064729286012e-02 -7.992671174105071830e-02
3.673873842838024789e-02 -8.675919954167624071e-02
2.981021327165043686e-02 -5.017434763200353393e-02
2.032900299323864290e-02 -8.089309675165979804e-03
1.029851645804497236e-02 -2.358281557180145344e-02
3.967660175598347952e-03 -4.396334732868970724e-02
1.499764478984348497e-03 -3.630961267154294431e-02
1.337542729997156891e-02 -3.162049359315551728e-02
1.107540478268751079e-02 -2.214395053031197047e-02
6.175425143959726096e-03 -2.176710698981191780e-02
1.659156610522592723e-02 -2.961400587452178365e-02
1.957980996676821073e-02 -2.271400473764869851e-02
1.225734221056158126e-02 -1.127781818635937780e-02
1.022239795233375118e-02 -7.878683395351243970e-03
5.898367783981091697e-03 -1.950825143713440235e-02
1.077589127180262653e-02 -1.318620294131020096e-02
6.090978873318982599e-03 -8.589986682448005201e-03
1.102583051500556285e-02 -1.290824387386280310e-02
-4.784654035719524345e-05 -1.304550107693925286e-02
5.244431421672514533e-03 -1.098699548101371611e-02
-1.284147380492464382e-03 -3.420051727522744212e-03
-1.299007155749919498e-03 -2.252528453303317361e-03
-8.954948669727210223e-03 -1.063495476450191518e-02
5.963140385326241638e-04 -5.397014594628333876e-03
-5.037051618736889703e-03 -5.746314102827547454e-03
1.915706043366694660e-03 -2.560733343996358675e-03
-2.675460730661581316e-03 -6.695894486818362509e-03
7.483022900490192593e-03 1.892736599481237769e-03
4.425352567106847178e-03 9.143411317032140717e-03
4.306953213504056965e-03 1.287725415357469320e-03
4.012459669212111411e-03 3.099731838880057967e-03
1.459366957742260417e-03 1.501563375838894975e-03
7.220741740825111681e-04 1.239073018349744291e-03
-6.122319288932832285e-04 6.795427081629979620e-04
-8.969834559941313032e-04 2.455498397232945508e-04
-1.327287860943587817e-03 -7.228263140053062480e-05
-7.111901256307555375e-03 -4.335060716452590786e-03
-1.576361560035855446e-03 -4.112109655054822961e-03
-1.311109695134263708e-03 -1.480322752328949417e-03
-5.724138649881865479e-03 -6.466656258551875536e-03
6.913020809279937957e-03 3.434026263659038358e-03
-4.916229449690670376e-03 1.482149405387885033e-02
-3.265164878046066931e-03 -1.205706384948636474e-02
5.550489399418419810e-03 -1.062884894581467982e-03
-1.958092034389615974e-03 -5.599597278980981106e-03
4.833893638742094503e-03 -1.289783215713216028e-03
-4.490051207615790990e-03 -6.159912444526096514e-03
9.455609404188261222e-03 5.083554335829023121e-03
3.313634979213824373e-03 1.054165448374069954e-02
3.394458593082794184e-03 2.061196281431721625e-03
2.685678819890661376e-03 3.534135731844649433e-03
1.887931316779644915e-04 1.740656820743738528e-03
-3.887185866967545096e-03 -1.733871746339267570e-04
3.200066138162042570e-04 2.911889077591247091e-04
-1.303926526209374858e-03 8.427053274851923010e-04
-9.004526465629694417e-04 -1.066326423098228472e-04
-1.084277015436444901e-03 6.327824880018652093e-05
-1.318056440631219187e-03 -3.890780752507674270e-04
-1.136823645224707127e-03 -4.508774107427247443e-04
-1.069750872734852006e-03 -5.298371343424831178e-04
-8.763616101895346224e-04 -6.151681817221942884e-04
-6.941201226948987306e-04 -6.238005225094214561e-04
-5.204131814470655494e-04 -6.173522701655550149e-04
4.379707572388467506e-04 -7.970605522680990250e-04
2.847529159267693662e-04 -4.139331925013292309e-04
1.761889380998121334e-04 -5.294164018816561014e-04
1.099821336102442385e-04 -3.812854230145553834e-04
4.370859365958423528e-05 -3.356338590523939478e-04
-3.675250257880009579e-03 -2.622582447442016636e-03
5.705031553675018324e-04 -1.968603620081673267e-03
-2.173992594524870765e-03 -1.621087759509103835e-03
-2.465985292532259883e-04 -1.886907208068450007e-03
3.946581497128722957e-04 -7.249914296345278493e-04
1.204294894985921812e-03 1.275859249469499159e-03
-3.460542185757277660e-03 1.402856698831046051e-02
3.712753694928103403e-03 -5.509988374543809547e-03
4.519929921844531920e-03 2.448106336723905943e-03
9.575326057588954979e-04 -1.445247144875536028e-03
1.905535573252557270e-03 -2.807437393092514786e-04
-3.229663080358265419e-03 -1.684227733628360481e-03
-4.335214889726031126e-03 -2.235616367278296050e-03
6.447018463357305756e-04 -4.253835416225151649e-03
8.157359528179169549e-04 -1.916086744425942769e-03
7.487159525146078274e-04 -2.023434370739644016e-03
1.005914206818543308e-03 -1.170239114334633559e-03
9.005605979214527032e-04 -5.139717777221549082e-04
8.672685823842198743e-04 -9.665171040579281976e-05
7.779903028138715222e-04 2.966849077667396196e-04
6.275213317406307589e-04 5.774249704796958387e-04
4.640419877062014931e-04 7.755711029877552240e-04
2.968308002270127893e-04 8.925762280075974628e-04
1.404955949368633398e-04 9.406654016520078028e-04
3.245286295338255432e-06 9.350186932021136831e-04
-1.065909215182453727e-04 8.851691026329285179e-04
-1.899502706494298517e-04 8.123843774603979866e-04
-2.401075551758269789e-04 7.202431786617788075e-04
-2.654545262152375996e-04 6.198976162961097446e-04
-2.774156457673509287e-04 5.183196372970378914e-04
-2.805082682714240151e-04 4.180546668961186837e-04
-2.702335692536239880e-04 3.258933755363731624e-04
-2.461483721711464558e-04 2.472017055087381886e-04
-2.212487645532747822e-04 1.786139997657757198e-04
-1.951284343912306743e-04 1.204300018707715199e-04
-1.728605063090544373e-04 8.178267409308507304e-05
-1.490033593511397834e-04 4.693278455488823634e-05
-1.239429561437924913e-04 1.984203950196773765e-05
-1.006427458884893902e-04 -1.527198760882410250e-06
-7.872398868808223513e-05 -1.819258386521447501e-05
-5.890302283698523424e-05 -3.014911000762994040e-05
-4.161726727720033625e-05 -3.818152012082503676e-05
-2.687061733851662897e-05 -4.278145375342934376e-05
-1.466712138374602839e-05 -4.455252259784553501e-05
-4.858906031388580321e-06 -4.411379830997180757e-05
2.781610882120166507e-06 -4.200904746938430962e-05
8.534210908074442057e-06 -3.873873483915598329e-05
1.249882487781202763e-05 -3.466362138646414431e-05
1.494379461717966017e-05 -3.018007089766920419e-05
1.617371076390087292e-05 -2.553257837034903879e-05
1.642584943515768979e-05 -2.091826544218294208e-05
1.594402231319336840e-05 -1.658577418310257879e-05
1.493251405971970022e-05 -1.262603262753853316e-05
1.352362667596108243e-05 -9.084197151362548449e-06
1.191415684831007966e-05 -6.026744442358789921e-06
1.021729948916583184e-05 -3.446429962102312897e-06
8.517181545343636851e-06 -1.342525352983422317e-06
6.883612960539855648e-06 3.148607790441492318e-07
5.363668356541506447e-06 1.566607403696609239e-06
3.990596675701001365e-06 2.458552146215850152e-06
2.784093839596574563e-06 3.040967399777982173e-06
1.752476963505477633e-06 3.364066229717690069e-06
8.953647001661103553e-07 3.476479885234188800e-06
2.009528894438865644e-07 3.425256375406360549e-06
-3.433404378038723831e-07 3.251034215210216219e-06
-7.424485021167274399e-07 2.987484423705185969e-06
-1.015434666695067844e-06 2.667998496121237690e-06
-1.181855861282625821e-06 2.316837919523269434e-06
-1.260446866456321637e-06 1.955946076238512667e-06
-1.269450331278165631e-06 1.602197999201514360e-06
-1.225187727964601108e-06 1.268066594095370753e-06
-1.142217917561904433e-06 9.623949845319874113e-07
-1.033153206675474464e-06 6.906932322002107664e-07
-9.086036753520083244e-07 4.558054682380866954e-07
-7.772676503838713312e-07 2.584172574334100398e-07
-6.460316692369082741e-07 9.753771495841601076e-08
-5.201330078295391644e-07 -2.905310019168028457e-08
-4.033460074666874563e-07 -1.244249050752894006e-07
-2.981799238791879318e-07 -1.921708220794977713e-07
-2.060811032887472921e-07 -2.361379354465182050e-07
-1.276286115912720132e-07 -2.602125863520584275e-07
-6.271753909015289441e-08 -2.681551685935670549e-07
-1.072612629214169166e-08 -2.634788457894445205e-07
2.933625813732291532e-08 -2.493678242201267736e-07
5.870204222444209725e-08 -2.286276876361716691e-07
7.873857713331089119e-08 -2.036630593823850741e-07
9.086129822075265915e-08 -1.764765092945597225e-07
9.646589736277942883e-08 -1.486838823375142062e-07
9.687710478231861887e-08 -1.215415170694566874e-07
9.331259547090509154e-08 -9.598125260091065515e-08
8.685972562833222319e-08 -7.265034889816563676e-08
7.846308676075552138e-08 -5.195295695332677558e-08
6.892055074605156627e-08 -3.409204120403898897e-08
5.888626957246464163e-08 -1.910863738427112042e-08
4.887870940495229772e-08 -6.918987543203971721e-09
3.929201991471654575e-08 2.652587929740385146e-09
3.040991981533020768e-08 9.844922003317612753e-09
2.242049214690791496e-08 1.493518363633529479e-08
1.543141809848839388e-08 1.821895767550201447e-08
9.484829207552974970e-09 1.999384658320701361e-08
4.571013528913163800e-09 2.054719667154850422e-08
6.413514207711317650e-10 2.014694163687694215e-08
-2.380684255332310014e-09 1.903560706362737426e-08
-4.589664357635300354e-09 1.742655435758898560e-08
-6.090386396163208121e-09 1.550233440490971349e-08
-6.990967175869837729e-09 1.341480388759841695e-08
-7.397910641730500825e-09 1.128625878617532121e-08
-7.412198583193061494e-09 9.211646199700371772e-09
-7.126510667748900671e-09 7.261163685575883922e-09
