9.982262090272215893e-01,9.998285702180648160e-01,5.953516281275855748e-02,1.851567378466777505e-02,1.541864841869015346e-01,1.750742402226719216e-02,2.290346927463791371e-01,7.005154678714781147e-02,5.530095546755478542e-02,-2.973281741358510533e-03,0.000000000000000000e+00
9.978244921320414962e-01,9.997705352105965559e-01,6.592634451745008062e-02,2.142141276193736468e-02,1.541864841869015346e-01,1.750742402226719216e-02,4.107410384588287000e-01,2.200806395839409735e-01,5.517614537928522411e-02,-1.313554452801908579e-03,0.000000000000000000e+00
9.969536408386600046e-01,9.996178435809238705e-01,7.799639747155023839e-02,2.764356696636008359e-02,1.541864841869015346e-01,1.750742402226719216e-02,7.981196408781662255e-01,4.017182735093780543e-01,5.489474065132624037e-02,1.899647910601435369e-03,0.000000000000000000e+00
9.952166982757501001e-01,9.993105522325116397e-01,9.769198264501816054e-02,3.712708171608209567e-02,1.541864841869015346e-01,1.750742402226719216e-02,1.177851172701361193e+00,5.466519483316695238e-01,5.433462194709295923e-02,7.064530334039670345e-03,0.000000000000000000e+00
9.923146022373608988e-01,9.988387913194202161e-01,1.237405761523203973e-01,4.817747352819336942e-02,1.541864841869015346e-01,1.750742402226719216e-02,1.442319108154765051e+00,5.593574072602764957e-01,5.341710062692581196e-02,1.372084902357168304e-02,0.000000000000000000e+00
9.878405198567903334e-01,9.980118227727248215e-01,1.554705995648896499e-01,6.302699109003373490e-02,1.541864841869015346e-01,1.750742402226719216e-02,1.761147541240812631e+00,9.266851292907644089e-01,5.196620127238410491e-02,2.195562845314432548e-02,0.000000000000000000e+00
9.812366167927930594e-01,9.963564807241943599e-01,1.928074217063063811e-01,8.528636068503640810e-02,1.541864841869015346e-01,1.750742402226719216e-02,2.029821187918784631e+00,1.304186898814676310e+00,4.967121922100245501e-02,3.210993485539839765e-02,0.000000000000000000e+00
9.717681480297281071e-01,9.933734143644054049e-01,2.359378445160344728e-01,1.149315432507683060e-01,1.541864841869015346e-01,1.750742402226719216e-02,2.385106353376172716e+00,1.674179634034413500e+00,4.619379479706650637e-02,4.415263457425655513e-02,0.000000000000000000e+00
9.584206025039005983e-01,9.889601446374806093e-01,2.853593325897370026e-01,1.481817543377506041e-01,1.541864841869015346e-01,1.750742402226719216e-02,2.733512441605395082e+00,1.680139640620861297e+00,4.126670718034206042e-02,5.769346192344863844e-02,0.000000000000000000e+00
9.413164804846386735e-01,9.839359893651937750e-01,3.375252339722363271e-01,1.785216200686552401e-01,1.541864841869015346e-01,1.750742402226719216e-02,2.756936847500767396e+00,1.396231788256386164e+00,3.519846443274379788e-02,7.126153640208214568e-02,0.000000000000000000e+00
