9.992099365288987789e-01,9.968879280795732711e-01,-3.974295839408643199e-02,7.883183905767679467e-02,1.383251732788081390e-01,-1.437708101252604675e-01,-1.531283954674503844e-01,2.973116699263882445e-01,7.151149231331829781e-02,1.441030395291604815e-01,0.000000000000000000e+00
9.989955744256255876e-01,9.966000452612703286e-01,-4.480895310107482765e-02,8.239144242719587119e-02,1.383251732788081390e-01,-1.437708101252604675e-01,-3.532589352645351122e-01,6.059970410981158767e-02,7.149638033063268616e-02,1.434319282442503007e-01,0.000000000000000000e+00
9.987961678040442326e-01,9.967351999365936521e-01,-4.905318725582882844e-02,8.073996041216902064e-02,1.383251732788081390e-01,-1.437708101252604675e-01,-7.256791065882717273e-02,-2.253466817691854585e-01,7.149898120441269822e-02,1.423578463483996803e-01,0.000000000000000000e+00
9.986454990647379848e-01,9.973005367101599461e-01,-5.203044491199767391e-02,7.342778409857526889e-02,1.383251732788081390e-01,-1.437708101252604675e-01,-2.250316804009051541e-01,-5.071159163644060053e-01,7.151409463139296596e-02,1.409262459630713227e-01,0.000000000000000000e+00
9.984155517018655779e-01,9.977677586525699471e-01,-5.627065060810546027e-02,6.677948632197552858e-02,1.383251732788081390e-01,-1.437708101252604675e-01,-1.996961739889586696e-01,-1.605099263882015792e-01,7.151028606120468645e-02,1.393017133755913295e-01,0.000000000000000000e+00
9.982016353489975291e-01,9.980895234599211907e-01,-5.994576871295362319e-02,6.178432778259819458e-02,1.383251732788081390e-01,-1.437708101252604675e-01,-1.685418458988246770e-01,-3.394453224580963324e-01,7.149480274007660729e-02,1.379789053267063970e-01,0.000000000000000000e+00
9.982159457895456445e-01,9.985162995213752168e-01,-5.970699767600781693e-02,5.445364625201237069e-02,1.383251732788081390e-01,-1.437708101252604675e-01,1.912637336681162759e-01,-3.946811652488835254e-01,7.149488874164253160e-02,1.372210097125286521e-01,0.000000000000000000e+00
9.983269482216257096e-01,9.988890087711057575e-01,-5.782131488037542399e-02,4.712481465510294509e-02,1.383251732788081390e-01,-1.437708101252604675e-01,-1.726355906949946081e-03,-3.393354459831277037e-01,7.150121668241429806e-02,1.368106011220857066e-01,0.000000000000000000e+00
9.985219292264204682e-01,9.990549967785463670e-01,-5.435031604275562117e-02,4.346393230965964888e-02,1.383251732788081390e-01,-1.437708101252604675e-01,3.482089331727898918e-01,-2.816568289405199307e-02,7.152047451267723455e-02,1.371364090792868973e-01,0.000000000000000000e+00
9.988540944543833344e-01,9.991763996654962066e-01,-4.785914741942026013e-02,4.057736254978475815e-02,1.383251732788081390e-01,-1.437708101252604675e-01,3.019122258756499200e-01,-2.599740853630484461e-01,7.155731596948819440e-02,1.381832674395696847e-01,0.000000000000000000e+00
9.991313090312893275e-01,9.995027649587401308e-01,-4.167286063401642177e-02,3.153129936798617500e-02,1.383251732788081390e-01,-1.437708101252604675e-01,3.172865494004126763e-01,-6.439441777954539869e-01,7.158229466715679279e-02,1.384873818429716019e-01,0.000000000000000000e+00
9.994238052343801249e-01,9.998792337288099352e-01,-3.394197299556685893e-02,1.554084804274950132e-02,1.383251732788081390e-01,-1.437708101252604675e-01,4.558953607316814094e-01,-9.545258441944911576e-01,7.159857224853463653e-02,1.383519761976966522e-01,0.000000000000000000e+00
9.996189657654358518e-01,9.999998014206906705e-01,-2.760295784948439343e-02,-6.302051881679879199e-04,1.383251732788081390e-01,-1.437708101252604675e-01,1.792291134865548197e-01,-6.636119497442847237e-01,7.159287719529561222e-02,1.379050024658157736e-01,0.000000000000000000e+00
9.996408000905462332e-01,9.999011246538125341e-01,-2.680057451497176724e-02,-1.406203811831391835e-02,1.383251732788081390e-01,-1.437708101252604675e-01,-9.803795026198827700e-02,-6.795648935641575017e-01,7.154707519919620284e-02,1.365969630619843500e-01,0.000000000000000000e+00
9.994743628335334140e-01,9.995973071718390335e-01,-3.241909990271677616e-02,-2.837646022336157495e-02,1.383251732788081390e-01,-1.437708101252604675e-01,-4.628472935894393236e-01,-7.519711095058906336e-01,7.141899383236019472e-02,1.338448185132098678e-01,0.000000000000000000e+00
9.990905755064840577e-01,9.989352766431351949e-01,-4.263826842312555543e-02,-4.613364366601656330e-02,1.383251732788081390e-01,-1.437708101252604675e-01,-5.594731405036872385e-01,-1.024097493851316099e+00,7.115047483550121510e-02,1.297518911444446588e-01,0.000000000000000000e+00
9.984582626050227949e-01,9.977590682721448889e-01,-5.550763763446785876e-02,-6.690920475316715355e-02,1.383251732788081390e-01,-1.437708101252604675e-01,-7.284626040339815534e-01,-1.056714562575652883e+00,7.069641776452242898e-02,1.247793862631581679e-01,0.000000000000000000e+00
